BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
GCF_045369025.1_ASM4536902v1_genomic-NZ_JBIQFN010000004.1.region001	NZ_JBIQFN010000004.1	NZ_JBIQFN010000004.1 Virgibacillus pantothenticus strain 179-I 4A3 NHS NODE_4_length_232567_cov_120.790103, whole genome shotgun sequence	terpene	Terpene		
GCF_045369025.1_ASM4536902v1_genomic-NZ_JBIQFN010000006.1.region001	NZ_JBIQFN010000006.1	NZ_JBIQFN010000006.1 Virgibacillus pantothenticus strain 179-I 4A3 NHS NODE_6_length_210430_cov_92.659268, whole genome shotgun sequence	T3PKS	PKSother		
GCF_045369025.1_ASM4536902v1_genomic-NZ_JBIQFN010000010.1.region001	NZ_JBIQFN010000010.1	NZ_JBIQFN010000010.1 Virgibacillus pantothenticus strain 179-I 4A3 NHS NODE_10_length_145638_cov_98.816105, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_045369025.1_ASM4536902v1_genomic-NZ_JBIQFN010000016.1.region001	NZ_JBIQFN010000016.1	NZ_JBIQFN010000016.1 Virgibacillus pantothenticus strain 179-I 4A3 NHS NODE_16_length_92128_cov_113.769725, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_045369025.1_ASM4536902v1_genomic-NZ_JBIQFN010000046.1.region001	NZ_JBIQFN010000046.1	NZ_JBIQFN010000046.1 Virgibacillus pantothenticus strain 179-I 4A3 NHS NODE_46_length_25348_cov_130.551937, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_045369685.1_ASM4536968v1_genomic-NZ_JBIQEW010000001.1.region001	NZ_JBIQEW010000001.1	NZ_JBIQEW010000001.1 Virgibacillus pantothenticus strain 179-F W3.5 NHS NODE_1_length_353565_cov_123.685078, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_045369685.1_ASM4536968v1_genomic-NZ_JBIQEW010000003.1.region001	NZ_JBIQEW010000003.1	NZ_JBIQEW010000003.1 Virgibacillus pantothenticus strain 179-F W3.5 NHS NODE_3_length_232567_cov_163.142105, whole genome shotgun sequence	terpene	Terpene		
GCF_045369685.1_ASM4536968v1_genomic-NZ_JBIQEW010000006.1.region001	NZ_JBIQEW010000006.1	NZ_JBIQEW010000006.1 Virgibacillus pantothenticus strain 179-F W3.5 NHS NODE_6_length_210430_cov_118.878238, whole genome shotgun sequence	T3PKS	PKSother		
GCF_045369685.1_ASM4536968v1_genomic-NZ_JBIQEW010000011.1.region001	NZ_JBIQEW010000011.1	NZ_JBIQEW010000011.1 Virgibacillus pantothenticus strain 179-F W3.5 NHS NODE_11_length_124509_cov_121.375804, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_045369685.1_ASM4536968v1_genomic-NZ_JBIQEW010000017.1.region001	NZ_JBIQEW010000017.1	NZ_JBIQEW010000017.1 Virgibacillus pantothenticus strain 179-F W3.5 NHS NODE_17_length_92128_cov_152.921467, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids		
GCF_045369685.1_ASM4536968v1_genomic-NZ_JBIQEW010000047.1.region001	NZ_JBIQEW010000047.1	NZ_JBIQEW010000047.1 Virgibacillus pantothenticus strain 179-F W3.5 NHS NODE_47_length_25347_cov_189.251207, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_046883285.1_ASM4688328v1_genomic-NZ_JAXCLD010000001.1.region001	NZ_JAXCLD010000001.1	NZ_JAXCLD010000001.1 Virgibacillus tibetensis strain C22-A2 C22-A2_contig_1, whole genome shotgun sequence	T3PKS	PKSother		
GCF_046883285.1_ASM4688328v1_genomic-NZ_JAXCLD010000001.1.region002	NZ_JAXCLD010000001.1	NZ_JAXCLD010000001.1 Virgibacillus tibetensis strain C22-A2 C22-A2_contig_1, whole genome shotgun sequence	betalactone	Others		
GCF_046883285.1_ASM4688328v1_genomic-NZ_JAXCLD010000003.1.region001	NZ_JAXCLD010000003.1	NZ_JAXCLD010000003.1 Virgibacillus tibetensis strain C22-A2 C22-A2_contig_3, whole genome shotgun sequence	T3PKS	PKSother		
GCF_046883285.1_ASM4688328v1_genomic-NZ_JAXCLD010000004.1.region001	NZ_JAXCLD010000004.1	NZ_JAXCLD010000004.1 Virgibacillus tibetensis strain C22-A2 C22-A2_contig_4, whole genome shotgun sequence	lassopeptide	RiPPs		
GCF_046883285.1_ASM4688328v1_genomic-NZ_JAXCLD010000011.1.region001	NZ_JAXCLD010000011.1	NZ_JAXCLD010000011.1 Virgibacillus tibetensis strain C22-A2 C22-A2_contig_11, whole genome shotgun sequence	ectoine	Others		
GCF_046883285.1_ASM4688328v1_genomic-NZ_JAXCLD010000014.1.region001	NZ_JAXCLD010000014.1	NZ_JAXCLD010000014.1 Virgibacillus tibetensis strain C22-A2 C22-A2_contig_14, whole genome shotgun sequence	thioamide-NRP.terpene	Others		
GCF_049310925.1_ASM4931092v1_genomic-NZ_JBMERP010000015.1.region001	NZ_JBMERP010000015.1	NZ_JBMERP010000015.1 Virgibacillus sp. DJP39 15, whole genome shotgun sequence	betalactone	Others		
GCF_049310925.1_ASM4931092v1_genomic-NZ_JBMERP010000026.1.region001	NZ_JBMERP010000026.1	NZ_JBMERP010000026.1 Virgibacillus sp. DJP39 26, whole genome shotgun sequence	terpene	Terpene		
GCF_049310925.1_ASM4931092v1_genomic-NZ_JBMERP010000057.1.region001	NZ_JBMERP010000057.1	NZ_JBMERP010000057.1 Virgibacillus sp. DJP39 57, whole genome shotgun sequence	T3PKS	PKSother		
GCF_049310925.1_ASM4931092v1_genomic-NZ_JBMERP010000064.1.region001	NZ_JBMERP010000064.1	NZ_JBMERP010000064.1 Virgibacillus sp. DJP39 64, whole genome shotgun sequence	lassopeptide	RiPPs		
GCF_049310925.1_ASM4931092v1_genomic-NZ_JBMERP010000065.1.region001	NZ_JBMERP010000065.1	NZ_JBMERP010000065.1 Virgibacillus sp. DJP39 65, whole genome shotgun sequence	phosphonate	Others		
GCF_049310925.1_ASM4931092v1_genomic-NZ_JBMERP010000090.1.region001	NZ_JBMERP010000090.1	NZ_JBMERP010000090.1 Virgibacillus sp. DJP39 90, whole genome shotgun sequence	T3PKS	PKSother		
GCF_050574275.1_ASM5057427v1_genomic-NZ_CP192260.1.region001	NZ_CP192260.1	NZ_CP192260.1 Virgibacillus flavescens strain DJP025-4 chromosome, complete genome	terpene	Terpene		
GCF_050574275.1_ASM5057427v1_genomic-NZ_CP192260.1.region002	NZ_CP192260.1	NZ_CP192260.1 Virgibacillus flavescens strain DJP025-4 chromosome, complete genome	arylpolyene	Others		
GCF_050574275.1_ASM5057427v1_genomic-NZ_CP192260.1.region003	NZ_CP192260.1	NZ_CP192260.1 Virgibacillus flavescens strain DJP025-4 chromosome, complete genome	T3PKS	PKSother		
GCF_050574275.1_ASM5057427v1_genomic-NZ_CP192260.1.region004	NZ_CP192260.1	NZ_CP192260.1 Virgibacillus flavescens strain DJP025-4 chromosome, complete genome	betalactone	Others		
GCF_050574275.1_ASM5057427v1_genomic-NZ_CP192260.1.region005	NZ_CP192260.1	NZ_CP192260.1 Virgibacillus flavescens strain DJP025-4 chromosome, complete genome	lassopeptide	RiPPs		
GCF_050574275.1_ASM5057427v1_genomic-NZ_CP192260.1.region006	NZ_CP192260.1	NZ_CP192260.1 Virgibacillus flavescens strain DJP025-4 chromosome, complete genome	terpene	Terpene		
GCF_050574275.1_ASM5057427v1_genomic-NZ_CP192260.1.region007	NZ_CP192260.1	NZ_CP192260.1 Virgibacillus flavescens strain DJP025-4 chromosome, complete genome	T3PKS	PKSother		
GCF_900129865.1_IMG-taxon_2675903063_annotated_assembly_genomic-NZ_FQXD01000001.1.region001	NZ_FQXD01000001.1	NZ_FQXD01000001.1 Virgibacillus chiguensis strain CGMCC 1.6496, whole genome shotgun sequence	T3PKS	PKSother		
GCF_900129865.1_IMG-taxon_2675903063_annotated_assembly_genomic-NZ_FQXD01000002.1.region001	NZ_FQXD01000002.1	NZ_FQXD01000002.1 Virgibacillus chiguensis strain CGMCC 1.6496, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_900129865.1_IMG-taxon_2675903063_annotated_assembly_genomic-NZ_FQXD01000007.1.region001	NZ_FQXD01000007.1	NZ_FQXD01000007.1 Virgibacillus chiguensis strain CGMCC 1.6496, whole genome shotgun sequence	lassopeptide.RRE-containing	RiPPs		
GCF_900129865.1_IMG-taxon_2675903063_annotated_assembly_genomic-NZ_FQXD01000010.1.region001	NZ_FQXD01000010.1	NZ_FQXD01000010.1 Virgibacillus chiguensis strain CGMCC 1.6496, whole genome shotgun sequence	terpene	Terpene		
GCF_900129865.1_IMG-taxon_2675903063_annotated_assembly_genomic-NZ_FQXD01000023.1.region001	NZ_FQXD01000023.1	NZ_FQXD01000023.1 Virgibacillus chiguensis strain CGMCC 1.6496, whole genome shotgun sequence	NRPS.transAT-PKS	PKS-NRP_Hybrids		
GCF_900129865.1_IMG-taxon_2675903063_annotated_assembly_genomic-NZ_FQXD01000027.1.region001	NZ_FQXD01000027.1	NZ_FQXD01000027.1 Virgibacillus chiguensis strain CGMCC 1.6496, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_900155625.1_ASM90015562v1_genomic-NZ_LT732553.1.region001	NZ_LT732553.1	NZ_LT732553.1 Virgibacillus dakarensis strain Marseille-P3469T, whole genome shotgun sequence	ectoine	Others		
GCF_900155625.1_ASM90015562v1_genomic-NZ_LT732553.1.region002	NZ_LT732553.1	NZ_LT732553.1 Virgibacillus dakarensis strain Marseille-P3469T, whole genome shotgun sequence	T3PKS	PKSother		
GCF_900155625.1_ASM90015562v1_genomic-NZ_LT732553.1.region003	NZ_LT732553.1	NZ_LT732553.1 Virgibacillus dakarensis strain Marseille-P3469T, whole genome shotgun sequence	T3PKS	PKSother		
GCF_900155625.1_ASM90015562v1_genomic-NZ_LT732554.1.region001	NZ_LT732554.1	NZ_LT732554.1 Virgibacillus dakarensis strain Marseille-P3469T, whole genome shotgun sequence	terpene	Terpene		
GCF_900156795.1_IMG-taxon_2681813560_annotated_assembly_genomic-NZ_FTOS01000001.1.region001	NZ_FTOS01000001.1	NZ_FTOS01000001.1 Virgibacillus pantothenticus strain DSM 26, whole genome shotgun sequence	T3PKS	PKSother		
GCF_900156795.1_IMG-taxon_2681813560_annotated_assembly_genomic-NZ_FTOS01000001.1.region002	NZ_FTOS01000001.1	NZ_FTOS01000001.1 Virgibacillus pantothenticus strain DSM 26, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_900156795.1_IMG-taxon_2681813560_annotated_assembly_genomic-NZ_FTOS01000001.1.region003	NZ_FTOS01000001.1	NZ_FTOS01000001.1 Virgibacillus pantothenticus strain DSM 26, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_900156795.1_IMG-taxon_2681813560_annotated_assembly_genomic-NZ_FTOS01000004.1.region001	NZ_FTOS01000004.1	NZ_FTOS01000004.1 Virgibacillus pantothenticus strain DSM 26, whole genome shotgun sequence	terpene	Terpene		
GCF_900156795.1_IMG-taxon_2681813560_annotated_assembly_genomic-NZ_FTOS01000024.1.region001	NZ_FTOS01000024.1	NZ_FTOS01000024.1 Virgibacillus pantothenticus strain DSM 26, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_900162095.1_PRJEB19295_genomic-NZ_LT727670.1.region001	NZ_LT727670.1	NZ_LT727670.1 Virgibacillus pantothenticus strain Marseille-P1102, whole genome shotgun sequence	NRPS	NRPS		
GCF_900162095.1_PRJEB19295_genomic-NZ_LT727682.1.region001	NZ_LT727682.1	NZ_LT727682.1 Virgibacillus pantothenticus strain Marseille-P1102, whole genome shotgun sequence	NRPS	NRPS		
GCF_900162095.1_PRJEB19295_genomic-NZ_LT727682.1.region002	NZ_LT727682.1	NZ_LT727682.1 Virgibacillus pantothenticus strain Marseille-P1102, whole genome shotgun sequence	T3PKS	PKSother		
GCF_900162095.1_PRJEB19295_genomic-NZ_LT727682.1.region003	NZ_LT727682.1	NZ_LT727682.1 Virgibacillus pantothenticus strain Marseille-P1102, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_900162095.1_PRJEB19295_genomic-NZ_LT727682.1.region004	NZ_LT727682.1	NZ_LT727682.1 Virgibacillus pantothenticus strain Marseille-P1102, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_900162095.1_PRJEB19295_genomic-NZ_LT727682.1.region005	NZ_LT727682.1	NZ_LT727682.1 Virgibacillus pantothenticus strain Marseille-P1102, whole genome shotgun sequence	terpene	Terpene		
GCF_900162105.1_PRJEB19297_genomic-NZ_FUHR01000005.1.region001	NZ_FUHR01000005.1	NZ_FUHR01000005.1 Virgibacillus halodenitrificans strain Marseille-P736, whole genome shotgun sequence	terpene	Terpene		
GCF_900162105.1_PRJEB19297_genomic-NZ_FUHR01000007.1.region001	NZ_FUHR01000007.1	NZ_FUHR01000007.1 Virgibacillus halodenitrificans strain Marseille-P736, whole genome shotgun sequence	T3PKS	PKSother		
GCF_900162105.1_PRJEB19297_genomic-NZ_FUHR01000007.1.region002	NZ_FUHR01000007.1	NZ_FUHR01000007.1 Virgibacillus halodenitrificans strain Marseille-P736, whole genome shotgun sequence	ectoine	Others		
GCF_900162105.1_PRJEB19297_genomic-NZ_FUHR01000008.1.region001	NZ_FUHR01000008.1	NZ_FUHR01000008.1 Virgibacillus halodenitrificans strain Marseille-P736, whole genome shotgun sequence	terpene	Terpene		
GCF_900162105.1_PRJEB19297_genomic-NZ_FUHR01000008.1.region002	NZ_FUHR01000008.1	NZ_FUHR01000008.1 Virgibacillus halodenitrificans strain Marseille-P736, whole genome shotgun sequence	T3PKS	PKSother		
GCF_900162615.1_PRJEB6464_genomic-NZ_FUFN01000009.1.region001	NZ_FUFN01000009.1	NZ_FUFN01000009.1 Virgibacillus proomii strain V-P, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_900162615.1_PRJEB6464_genomic-NZ_FUFN01000009.1.region002	NZ_FUFN01000009.1	NZ_FUFN01000009.1 Virgibacillus proomii strain V-P, whole genome shotgun sequence	RRE-containing	RiPPs		
GCF_900162615.1_PRJEB6464_genomic-NZ_FUFN01000009.1.region003	NZ_FUFN01000009.1	NZ_FUFN01000009.1 Virgibacillus proomii strain V-P, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_900162615.1_PRJEB6464_genomic-NZ_FUFN01000010.1.region001	NZ_FUFN01000010.1	NZ_FUFN01000010.1 Virgibacillus proomii strain V-P, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_900162615.1_PRJEB6464_genomic-NZ_FUFN01000010.1.region002	NZ_FUFN01000010.1	NZ_FUFN01000010.1 Virgibacillus proomii strain V-P, whole genome shotgun sequence	ectoine	Others		
GCF_900162615.1_PRJEB6464_genomic-NZ_FUFN01000010.1.region003	NZ_FUFN01000010.1	NZ_FUFN01000010.1 Virgibacillus proomii strain V-P, whole genome shotgun sequence	terpene	Terpene		
GCF_900162615.1_PRJEB6464_genomic-NZ_FUFN01000010.1.region004	NZ_FUFN01000010.1	NZ_FUFN01000010.1 Virgibacillus proomii strain V-P, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_900162615.1_PRJEB6464_genomic-NZ_FUFN01000010.1.region005	NZ_FUFN01000010.1	NZ_FUFN01000010.1 Virgibacillus proomii strain V-P, whole genome shotgun sequence	T3PKS	PKSother		
GCF_900166595.1_PRJEB19411_genomic-NZ_LT745762.1.region001	NZ_LT745762.1	NZ_LT745762.1 Virgibacillus dokdonensis strain Marseille-P2545, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs		
GCF_900166595.1_PRJEB19411_genomic-NZ_LT745763.1.region001	NZ_LT745763.1	NZ_LT745763.1 Virgibacillus dokdonensis strain Marseille-P2545, whole genome shotgun sequence	NRPS.arylpolyene.transAT-PKS	Others		
GCF_900166595.1_PRJEB19411_genomic-NZ_LT745763.1.region002	NZ_LT745763.1	NZ_LT745763.1 Virgibacillus dokdonensis strain Marseille-P2545, whole genome shotgun sequence	T3PKS	PKSother		
GCF_900166595.1_PRJEB19411_genomic-NZ_LT745763.1.region003	NZ_LT745763.1	NZ_LT745763.1 Virgibacillus dokdonensis strain Marseille-P2545, whole genome shotgun sequence	T3PKS.ectoine	Others		
GCF_900166595.1_PRJEB19411_genomic-NZ_LT745763.1.region004	NZ_LT745763.1	NZ_LT745763.1 Virgibacillus dokdonensis strain Marseille-P2545, whole genome shotgun sequence	thiopeptide.LAP	RiPPs		
GCF_900166595.1_PRJEB19411_genomic-NZ_LT745763.1.region005	NZ_LT745763.1	NZ_LT745763.1 Virgibacillus dokdonensis strain Marseille-P2545, whole genome shotgun sequence	terpene	Terpene		
GCF_900187325.1_PRJEB20996_genomic-NZ_FZMZ01000003.1.region001	NZ_FZMZ01000003.1	NZ_FZMZ01000003.1 Virgibacillus ndiopensis strain Marseille-P3835, whole genome shotgun sequence	terpene	Terpene		
GCF_900187325.1_PRJEB20996_genomic-NZ_FZMZ01000004.1.region001	NZ_FZMZ01000004.1	NZ_FZMZ01000004.1 Virgibacillus ndiopensis strain Marseille-P3835, whole genome shotgun sequence	ectoine	Others		
GCF_900187325.1_PRJEB20996_genomic-NZ_FZMZ01000004.1.region002	NZ_FZMZ01000004.1	NZ_FZMZ01000004.1 Virgibacillus ndiopensis strain Marseille-P3835, whole genome shotgun sequence	terpene	Terpene		
GCF_900187325.1_PRJEB20996_genomic-NZ_FZMZ01000004.1.region003	NZ_FZMZ01000004.1	NZ_FZMZ01000004.1 Virgibacillus ndiopensis strain Marseille-P3835, whole genome shotgun sequence	T3PKS	PKSother		
GCF_900187325.1_PRJEB20996_genomic-NZ_FZMZ01000005.1.region001	NZ_FZMZ01000005.1	NZ_FZMZ01000005.1 Virgibacillus ndiopensis strain Marseille-P3835, whole genome shotgun sequence	T3PKS	PKSother		
GCF_900187325.1_PRJEB20996_genomic-NZ_FZMZ01000006.1.region001	NZ_FZMZ01000006.1	NZ_FZMZ01000006.1 Virgibacillus ndiopensis strain Marseille-P3835, whole genome shotgun sequence	betalactone	Others		
GCF_902375355.1_MGYG-HGUT-01470_genomic-NZ_CABKTK010000001.1.region001	NZ_CABKTK010000001.1	NZ_CABKTK010000001.1 Virgibacillus massiliensis isolate MGYG-HGUT-01470, whole genome shotgun sequence	betalactone	Others		
GCF_902375355.1_MGYG-HGUT-01470_genomic-NZ_CABKTK010000001.1.region002	NZ_CABKTK010000001.1	NZ_CABKTK010000001.1 Virgibacillus massiliensis isolate MGYG-HGUT-01470, whole genome shotgun sequence	terpene	Terpene		
GCF_902375355.1_MGYG-HGUT-01470_genomic-NZ_CABKTK010000001.1.region003	NZ_CABKTK010000001.1	NZ_CABKTK010000001.1 Virgibacillus massiliensis isolate MGYG-HGUT-01470, whole genome shotgun sequence	NRP-metallophore.NRPS	Others		
GCF_902375355.1_MGYG-HGUT-01470_genomic-NZ_CABKTK010000001.1.region004	NZ_CABKTK010000001.1	NZ_CABKTK010000001.1 Virgibacillus massiliensis isolate MGYG-HGUT-01470, whole genome shotgun sequence	T3PKS	PKSother		
GCF_902375355.1_MGYG-HGUT-01470_genomic-NZ_CABKTK010000002.1.region001	NZ_CABKTK010000002.1	NZ_CABKTK010000002.1 Virgibacillus massiliensis isolate MGYG-HGUT-01470, whole genome shotgun sequence	ectoine	Others		
GCF_902375355.1_MGYG-HGUT-01470_genomic-NZ_CABKTK010000002.1.region002	NZ_CABKTK010000002.1	NZ_CABKTK010000002.1 Virgibacillus massiliensis isolate MGYG-HGUT-01470, whole genome shotgun sequence	T3PKS	PKSother		
GCF_902375355.1_MGYG-HGUT-01470_genomic-NZ_CABKTK010000002.1.region003	NZ_CABKTK010000002.1	NZ_CABKTK010000002.1 Virgibacillus massiliensis isolate MGYG-HGUT-01470, whole genome shotgun sequence	terpene	Terpene		
GCF_902375355.1_MGYG-HGUT-01470_genomic-NZ_CABKTK010000003.1.region001	NZ_CABKTK010000003.1	NZ_CABKTK010000003.1 Virgibacillus massiliensis isolate MGYG-HGUT-01470, whole genome shotgun sequence	RiPP-like	RiPPs		
GCF_947495635.1_4-139.fasta_genomic-NZ_CANMAB010000014.1.region001	NZ_CANMAB010000014.1	NZ_CANMAB010000014.1 Uncultured Virgibacillus sp. isolate 4-139.fasta NODE_14, whole genome shotgun sequence	T3PKS	PKSother		
GCF_947495635.1_4-139.fasta_genomic-NZ_CANMAB010000016.1.region001	NZ_CANMAB010000016.1	NZ_CANMAB010000016.1 Uncultured Virgibacillus sp. isolate 4-139.fasta NODE_16, whole genome shotgun sequence	T3PKS	PKSother		
GCF_947495635.1_4-139.fasta_genomic-NZ_CANMAB010000038.1.region001	NZ_CANMAB010000038.1	NZ_CANMAB010000038.1 Uncultured Virgibacillus sp. isolate 4-139.fasta NODE_38, whole genome shotgun sequence	terpene	Terpene		
GCF_947495635.1_4-139.fasta_genomic-NZ_CANMAB010000041.1.region001	NZ_CANMAB010000041.1	NZ_CANMAB010000041.1 Uncultured Virgibacillus sp. isolate 4-139.fasta NODE_41, whole genome shotgun sequence	NRPS-like.transAT-PKS-like.NRPS	PKS-NRP_Hybrids		
GCF_947495635.1_4-139.fasta_genomic-NZ_CANMAB010000045.1.region001	NZ_CANMAB010000045.1	NZ_CANMAB010000045.1 Uncultured Virgibacillus sp. isolate 4-139.fasta NODE_45, whole genome shotgun sequence	terpene	Terpene		
GCF_947495635.1_4-139.fasta_genomic-NZ_CANMAB010000054.1.region001	NZ_CANMAB010000054.1	NZ_CANMAB010000054.1 Uncultured Virgibacillus sp. isolate 4-139.fasta NODE_54, whole genome shotgun sequence	RRE-containing	RiPPs		
GCF_947495635.1_4-139.fasta_genomic-NZ_CANMAB010000061.1.region001	NZ_CANMAB010000061.1	NZ_CANMAB010000061.1 Uncultured Virgibacillus sp. isolate 4-139.fasta NODE_61, whole genome shotgun sequence	NRP-metallophore.NRPS	Others		
GCF_947495635.1_4-139.fasta_genomic-NZ_CANMAB010000083.1.region001	NZ_CANMAB010000083.1	NZ_CANMAB010000083.1 Uncultured Virgibacillus sp. isolate 4-139.fasta NODE_83, whole genome shotgun sequence	ectoine	Others		
GCF_947495635.1_4-139.fasta_genomic-NZ_CANMAB010000163.1.region001	NZ_CANMAB010000163.1	NZ_CANMAB010000163.1 Uncultured Virgibacillus sp. isolate 4-139.fasta NODE_163, whole genome shotgun sequence	NRPS	NRPS		
GCF_947495635.1_4-139.fasta_genomic-NZ_CANMAB010000173.1.region001	NZ_CANMAB010000173.1	NZ_CANMAB010000173.1 Uncultured Virgibacillus sp. isolate 4-139.fasta NODE_173, whole genome shotgun sequence	NRPS	NRPS		
GCF_947495635.1_4-139.fasta_genomic-NZ_CANMAB010000179.1.region001	NZ_CANMAB010000179.1	NZ_CANMAB010000179.1 Uncultured Virgibacillus sp. isolate 4-139.fasta NODE_179, whole genome shotgun sequence	NRPS	NRPS		
GCF_947495635.1_4-139.fasta_genomic-NZ_CANMAB010000191.1.region001	NZ_CANMAB010000191.1	NZ_CANMAB010000191.1 Uncultured Virgibacillus sp. isolate 4-139.fasta NODE_191, whole genome shotgun sequence	NRPS	NRPS		
GCF_947496135.1_145.fasta_genomic-NZ_CANMBQ010000013.1.region001	NZ_CANMBQ010000013.1	NZ_CANMBQ010000013.1 Uncultured Virgibacillus sp. isolate 145.fasta NODE_13, whole genome shotgun sequence	T3PKS	PKSother		
GCF_947496135.1_145.fasta_genomic-NZ_CANMBQ010000015.1.region001	NZ_CANMBQ010000015.1	NZ_CANMBQ010000015.1 Uncultured Virgibacillus sp. isolate 145.fasta NODE_15, whole genome shotgun sequence	T3PKS	PKSother		
GCF_947496135.1_145.fasta_genomic-NZ_CANMBQ010000037.1.region001	NZ_CANMBQ010000037.1	NZ_CANMBQ010000037.1 Uncultured Virgibacillus sp. isolate 145.fasta NODE_37, whole genome shotgun sequence	terpene	Terpene		
GCF_947496135.1_145.fasta_genomic-NZ_CANMBQ010000041.1.region001	NZ_CANMBQ010000041.1	NZ_CANMBQ010000041.1 Uncultured Virgibacillus sp. isolate 145.fasta NODE_41, whole genome shotgun sequence	NRPS-like.transAT-PKS-like.NRPS	PKS-NRP_Hybrids		
GCF_947496135.1_145.fasta_genomic-NZ_CANMBQ010000045.1.region001	NZ_CANMBQ010000045.1	NZ_CANMBQ010000045.1 Uncultured Virgibacillus sp. isolate 145.fasta NODE_45, whole genome shotgun sequence	terpene	Terpene		
GCF_947496135.1_145.fasta_genomic-NZ_CANMBQ010000054.1.region001	NZ_CANMBQ010000054.1	NZ_CANMBQ010000054.1 Uncultured Virgibacillus sp. isolate 145.fasta NODE_54, whole genome shotgun sequence	RRE-containing	RiPPs		
GCF_947496135.1_145.fasta_genomic-NZ_CANMBQ010000064.1.region001	NZ_CANMBQ010000064.1	NZ_CANMBQ010000064.1 Uncultured Virgibacillus sp. isolate 145.fasta NODE_64, whole genome shotgun sequence	NRP-metallophore.NRPS	Others		
GCF_947496135.1_145.fasta_genomic-NZ_CANMBQ010000085.1.region001	NZ_CANMBQ010000085.1	NZ_CANMBQ010000085.1 Uncultured Virgibacillus sp. isolate 145.fasta NODE_85, whole genome shotgun sequence	ectoine	Others		
GCF_947496135.1_145.fasta_genomic-NZ_CANMBQ010000165.1.region001	NZ_CANMBQ010000165.1	NZ_CANMBQ010000165.1 Uncultured Virgibacillus sp. isolate 145.fasta NODE_165, whole genome shotgun sequence	NRPS	NRPS		
GCF_947496135.1_145.fasta_genomic-NZ_CANMBQ010000176.1.region001	NZ_CANMBQ010000176.1	NZ_CANMBQ010000176.1 Uncultured Virgibacillus sp. isolate 145.fasta NODE_176, whole genome shotgun sequence	NRPS	NRPS		
GCF_947496135.1_145.fasta_genomic-NZ_CANMBQ010000184.1.region001	NZ_CANMBQ010000184.1	NZ_CANMBQ010000184.1 Uncultured Virgibacillus sp. isolate 145.fasta NODE_184, whole genome shotgun sequence	NRPS	NRPS		
GCF_947496135.1_145.fasta_genomic-NZ_CANMBQ010000197.1.region001	NZ_CANMBQ010000197.1	NZ_CANMBQ010000197.1 Uncultured Virgibacillus sp. isolate 145.fasta NODE_197, whole genome shotgun sequence	NRPS	NRPS		
GCF_947496945.1_4-1022-2-3Z.fasta_genomic-NZ_CANMEY010000008.1.region001	NZ_CANMEY010000008.1	NZ_CANMEY010000008.1 Uncultured Virgibacillus sp. isolate 4-1022-2-3Z.fasta NODE_22, whole genome shotgun sequence	T3PKS	PKSother		
GCF_947496945.1_4-1022-2-3Z.fasta_genomic-NZ_CANMEY010000020.1.region001	NZ_CANMEY010000020.1	NZ_CANMEY010000020.1 Uncultured Virgibacillus sp. isolate 4-1022-2-3Z.fasta NODE_196, whole genome shotgun sequence	NRPS	NRPS		
GCF_947496945.1_4-1022-2-3Z.fasta_genomic-NZ_CANMEY010000021.1.region001	NZ_CANMEY010000021.1	NZ_CANMEY010000021.1 Uncultured Virgibacillus sp. isolate 4-1022-2-3Z.fasta NODE_10, whole genome shotgun sequence	CDPS	Others		
GCF_947496945.1_4-1022-2-3Z.fasta_genomic-NZ_CANMEY010000024.1.region001	NZ_CANMEY010000024.1	NZ_CANMEY010000024.1 Uncultured Virgibacillus sp. isolate 4-1022-2-3Z.fasta NODE_65, whole genome shotgun sequence	RRE-containing	RiPPs		
GCF_947496945.1_4-1022-2-3Z.fasta_genomic-NZ_CANMEY010000036.1.region001	NZ_CANMEY010000036.1	NZ_CANMEY010000036.1 Uncultured Virgibacillus sp. isolate 4-1022-2-3Z.fasta NODE_57, whole genome shotgun sequence	terpene	Terpene		
